"","doc_id","word"
"1",1,"strength"
"2",2,"determination"
"3",3,"and"
"4",4,"power"
"5",5,"dragonboat"
"6",6,"dance"
"7",7,"for"
"8",8,"the"
"9",9,"festival"
"10",10,"the"
"11",11,"performers"
"12",12,"combined"
"13",13,"festival"
"14",14,"rituals"
"15",15,"wi"
"16",16,"moments"
"17",17,"of"
"18",18,"internet"
"19",19,"famous"
"20",20,"wild"
"21",21,"elephants"
"22",22,"sand"
"23",23,"painting"
"24",24,"tells"
"25",25,"the"
"26",26,"story"
"27",27,"of"
"28",28,"dragonboatfestival"
"29",29,"zongzi"
"30",30,"special"
"31",31,"rice"
"32",32,"dumplings"
"33",33,"as"
"34",34,"dragonboatfestival"
"35",35,"delicacy"
"36",36,"catwalk"
"37",37,"in"
"38",38,"fruits"
"39",39,"amp"
"40",40,"vegetables"
"41",41,"these"
"42",42,"villagers"
"43",43,"make"
"44",44,"themselves"
"45",45,"supermodels"
"46",46,"with"
"47",47,"vegetables"
"48",48,"they"
"49",49,"plant"
"50",50,"what"
"51",51,"genius"
"52",52,"origin"
"53",53,"tracing"
"54",54,"is"
"55",55,"the"
"56",56,"job"
"57",57,"to"
"58",58,"be"
"59",59,"done"
"60",60,"by"
"61",61,"scientists"
"62",62,"when"
"63",63,"intelligence"
"64",64,"community"
"65",65,"is"
"66",66,"involved"
"67",67,"the"
"68",68,"nature"
"69",69,"is"
"70",70,"changed"
"71",71,"us"
"72",72,"othering"
"73",73,"of"
"74",74,"chinese"
"75",75,"could"
"76",76,"be"
"77",77,"prelude"
"78",78,"to"
"79",79,"taiwan"
"80",80,"conflict"
"81",81,"why"
"82",82,"us"
"83",83,"will"
"84",84,"lose"
"85",85,"a"
"86",86,"war"
"87",87,"with"
"88",88,"china"
"89",89,"over"
"90",90,"taiwan"
"91",91,"island"
"92",92,"franz"
"93",93,"gayl"
"94",94,"retired"
"95",95,"us"
"96",96,"marine"
"97",97,"major"
"98",98,"and"
"99",99,"science"
"100",100,"adviser"
"101",101,"to"
"102",102,"the"
"103",103,"marine"
"104",104,"corps"
"105",105,"is"
"106",106,"under"
"107",107,"investigation"
"108",108,"for"
"109",109,"his"
"110",110,"two"
"111",111,"ar"
"112",112,"unbelievably"
"113",113,"beautiful"
"114",114,"dancing"
"115",115,"gracefully"
"116",116,"like"
"117",117,"a"
"118",118,"swan"
"119",119,"and"
"120",120,"agilely"
"121",121,"like"
"122",122,"a"
"123",123,"chinese"
"124",124,"dragon"
"125",125,"rhapsody"
"126",126,"on"
"127",127,"the"
"128",128,"luo"
"129",129,"riv"
"130",130,"us"
"131",131,"intelligence"
"132",132,"community"
"133",133,"meddling"
"134",134,"in"
"135",135,"covid"
"136",136,"19-"
"137",137,"origins"
"138",138,"tracing"
"139",139,"echoes"
"140",140,"the"
"141",141,"tactic"
"142",142,"of"
"143",143,"washing"
"144",144,"powder"
"145",145,"lie"
"146",146,"that"
"147",147,"trig"
"148",148,"to"
"149",149,"ensure"
"150",150,"the"
"151",151,"safety"
"152",152,"of"
"153",153,"both"
"154",154,"elephants"
"155",155,"amp"
"156",156,"people"
"157",157,"by"
"158",158,"jun"
"159",159,"10"
"160",160,"the"
"161",161,"local"
"162",162,"governments"
"163",163,"have"
"164",164,"evacuated"
"165",165,"2060"
"166",166,"households"
"167",167,"d"
"168",168,"playing"
"169",169,"mud"
"170",170,"amp"
"171",171,"enjoying"
"172",172,"in"
"173",173,"the"
"174",174,"rain"
"175",175,"the"
"176",176,"15"
"177",177,"escaped"
"178",178,"wild"
"179",179,"elephant"
"180",180,"in"
"181",181,"yunnan"
"182",182,"is"
"183",183,"now"
"184",184,"on"
"185",185,"their"
"186",186,"way"
"187",187,"back"
"188",188,"the"
"189",189,"continuin"
"190",190,"130"
"191",191,"diplomatic"
"192",192,"envoys"
"193",193,"visited"
"194",194,"the"
"195",195,"beijing"
"196",196,"daxing"
"197",197,"international"
"198",198,"airport"
"199",199,"in"
"200",200,"the"
"201",201,"sub"
"202",202,"center"
"203",203,"of"
"204",204,"the"
"205",205,"city"
"206",206,"the"
"207",207,"airport"
"208",208,"china"
"209",209,"s"
"210",210,"1"
"211",211,"st"
"212",212,"mars"
"213",213,"rover"
"214",214,"zhurong"
"215",215,"the"
"216",216,"photographer"
"217",217,"sent"
"218",218,"back"
"219",219,"high"
"220",220,"resolution"
"221",221,"pictures"
"222",222,"including"
"223",223,"a"
"224",224,"selfie"
"225",225,"with"
"226",226,"t"
"227",227,"this"
"228",228,"young"
"229",229,"artist"
"230",230,"in"
"231",231,"foshan"
"232",232,"painted"
"233",233,"nucleic"
"234",234,"acid"
"235",235,"testing"
"236",236,"on"
"237",237,"the"
"238",238,"river"
"239",239,"a"
"240",240,"modern"
"241",241,"version"
"242",242,"of"
"243",243,"the"
"244",244,"famous"
"245",245,"ancient"
"246",246,"pa"
"247",247,"what"
"248",248,"i"
"249",249,"read"
"250",250,"in"
"251",251,"the"
"252",252,"western"
"253",253,"press"
"254",254,"was"
"255",255,"so"
"256",256,"different"
"257",257,"from"
"258",258,"my"
"259",259,"experience"
"260",260,"in"
"261",261,"china"
"262",262,"chinese"
