"","doc_id","word"
"1",1,"yesterday"
"2",2,"g7"
"3",3,"leaders"
"4",4,"and"
"5",5,"guest"
"6",6,"countries"
"7",7,"reaffirmed"
"8",8,"our"
"9",9,"commitment"
"10",10,"to"
"11",11,"promote"
"12",12,"open"
"13",13,"societies"
"14",14,"by"
"15",15,"defending"
"16",16,"media"
"17",17,"fr"
"18",18,"the"
"19",19,"uk"
"20",20,"alongside"
"21",21,"g7"
"22",22,"nations"
"23",23,"will"
"24",24,"support"
"25",25,"80"
"26",26,"billion"
"27",27,"of"
"28",28,"investment"
"29",29,"over"
"30",30,"the"
"31",31,"next"
"32",32,"5"
"33",33,"years"
"34",34,"to"
"35",35,"boost"
"36",36,"africa"
"37",37,"s"
"38",38,"priv"
"39",39,"the"
"40",40,"g7"
"41",41,"has"
"42",42,"delivered"
"43",43,"a"
"44",44,"gear"
"45",45,"change"
"46",46,"in"
"47",47,"international"
"48",48,"cooperation"
"49",49,"to"
"50",50,"vaccinate"
"51",51,"the"
"52",52,"world"
"53",53,"by"
"54",54,"the"
"55",55,"end"
"56",56,"of"
"57",57,"2022"
"58",58,"accel"
"59",59,"congratulations"
"60",60,"to"
"61",61,"naftalibennett"
"62",62,"amp"
"63",63,"yairlapid"
"64",64,"on"
"65",65,"forming"
"66",66,"a"
"67",67,"new"
"68",68,"government"
"69",69,"in"
"70",70,"israel"
"71",71,"i"
"72",72,"look"
"73",73,"forward"
"74",74,"to"
"75",75,"continued"
"76",76,"will"
"77",77,"provide"
"78",78,"120"
"79",79,"m"
"80",80,"of"
"81",81,"new"
"82",82,"funding"
"83",83,"helping"
"84",84,"protect"
"85",85,"vulnerable"
"86",86,"communities"
"87",87,"from"
"88",88,"some"
"89",89,"of"
"90",90,"the"
"91",91,"risks"
"92",92,"of"
"93",93,"natural"
"94",94,"disa"
"95",95,"cracking"
"96",96,"display"
"97",97,"by"
"98",98,"rafredarrows"
"99",99,"at"
"100",100,"the"
"101",101,"g7"
"102",102,"leaders"
"103",103,"summit"
"104",104,"after"
"105",105,"a"
"106",106,"day"
"107",107,"of"
"108",108,"intensive"
"109",109,"diplomacy"
"110",110,"ukg7"
"111",111,"great"
"112",112,"to"
"113",113,"see"
"114",114,"foreign"
"115",115,"minister"
"116",116,"chung"
"117",117,"eui"
"118",118,"yong"
"119",119,"at"
"120",120,"the"
"121",121,"g7uk"
"122",122,"summit"
"123",123,"as"
"124",124,"two"
"125",125,"tech"
"126",126,"loving"
