"","doc_id","word"
"1",1,"a"
"2",2,"fruitful"
"3",3,"meeting"
"4",4,"of"
"5",5,"the"
"6",6,"russian"
"7",7,"and"
"8",8,"us"
"9",9,"delegations"
"10",10,"at"
"11",11,"the"
"12",12,"viennatalks"
"13",13,"on"
"14",14,"jcpoa"
"15",15,"took"
"16",16,"place"
"17",17,"today"
"18",18,"our"
"19",19,"dialogue"
"20",20,"walberque"
"21",21,"armscontrolwonk"
"22",22,"thank"
"23",23,"you"
"24",24,"william"
"25",25,"for"
"26",26,"kind"
"27",27,"words"
"28",28,"the"
"29",29,"meeting"
"30",30,"of"
"31",31,"the"
"32",32,"heads"
"33",33,"of"
"34",34,"delegations"
"35",35,"at"
"36",36,"the"
"37",37,"viennatalks"
"38",38,"without"
"39",39,"iran"
"40",40,"and"
"41",41,"without"
"42",42,"experts"
"43",43,"was"
"44",44,"held"
"45",45,"today"
"46",46,"to"
"47",47,"t"
"48",48,"realwheel1"
"49",49,"besides"
"50",50,"we"
"51",51,"don"
"52",52,"t"
"53",53,"care"
"54",54,"about"
"55",55,"g7"
"56",56,"from"
"57",57,"our"
"58",58,"perspective"
"59",59,"g20"
"60",60,"is"
"61",61,"much"
"62",62,"more"
"63",63,"promising"
"64",64,"format"
"65",65,"which"
"66",66,"includes"
"67",67,"realwheel1"
"68",68,"why"
"69",69,"do"
"70",70,"you"
"71",71,"think"
"72",72,"that"
"73",73,"i"
"74",74,"want"
"75",75,"to"
"76",76,"eradicate"
"77",77,"france"
"78",78,"from"
"79",79,"g7"
"80",80,"strange"
"81",81,"assertion"
"82",82,"i"
"83",83,"hope"
"84",84,"iam"
"85",85,"not"
"86",86,"so"
"87",87,"stupid"
"88",88,"walberque"
"89",89,"armscontrolwonk"
"90",90,"dear"
"91",91,"william"
"92",92,"when"
"93",93,"i"
"94",94,"see"
"95",95,"alexandr"
"96",96,"grushko"
"97",97,"next"
"98",98,"time"
"99",99,"i"
"100",100,"will"
"101",101,"recommend"
"102",102,"him"
"103",103,"to"
"104",104,"be"
"105",105,"more"
"106",106,"cau"
"107",107,"armscontrolwonk"
"108",108,"when"
"109",109,"i"
"110",110,"was"
"111",111,"a"
"112",112,"child"
"113",113,"my"
"114",114,"parents"
"115",115,"repeatedly"
"116",116,"told"
"117",117,"me"
"118",118,"for"
"119",119,"ethical"
"120",120,"reasons"
"121",121,"you"
"122",122,"have"
"123",123,"to"
"124",124,"be"
"125",125,"very"
"126",126,"careful"
"127",127,"walberque"
"128",128,"armscontrolwonk"
"129",129,"i"
"130",130,"am"
"131",131,"afraid"
"132",132,"that"
"133",133,"alexander"
"134",134,"s"
"135",135,"expectations"
"136",136,"will"
"137",137,"not"
"138",138,"come"
"139",139,"true"
"140",140,"interesting"
"141",141,"new"
"142",142,"trends"
"143",143,"interesting"
"144",144,"statistics"
"145",145,"the"
"146",146,"world"
"147",147,"is"
"148",148,"rapidly"
"149",149,"changing"
"150",150,"keykashani"
"151",151,"the"
"152",152,"ruhi"
"153",153,"marktfitz"
"154",154,"thank"
"155",155,"you"
"156",156,"for"
"157",157,"correcting"
"158",158,"my"
"159",159,"misprint"
"160",160,"sorry"
"161",161,"for"
"162",162,"this"
"163",163,"stupid"
"164",164,"mistake"
"165",165,"fluffyrocket27"
"166",166,"just"
"167",167,"between"
"168",168,"you"
"169",169,"and"
"170",170,"me"
"171",171,"i"
"172",172,"expect"
"173",173,"it"
"174",174,"to"
"175",175,"happen"
"176",176,"no"
"177",177,"later"
"178",178,"than"
"179",179,"july"
"180",180,"5"
"181",181,"maybe"
"182",182,"earlier"
"183",183,"but"
"184",184,"this"
"185",185,"is"
"186",186,"a"
"187",187,"r"
"188",188,"ukraineliberty"
"189",189,"i"
"190",190,"have"
"191",191,"to"
"192",192,"make"
"193",193,"you"
"194",194,"upset"
"195",195,"moscow"
"196",196,"is"
"197",197,"not"
"198",198,"going"
"199",199,"to"
"200",200,"disappear"
"201",201,"and"
"202",202,"i"
"203",203,"don"
"204",204,"t"
