"","doc_id","word"
"1",1,"here"
"2",2,"are"
"3",3,"the"
"4",4,"highlights"
"5",5,"of"
"6",6,"pm"
"7",7,"narendramodi"
"8",8,"s"
"9",9,"remarks"
"10",10,"in"
"11",11,"the"
"12",12,"outreach"
"13",13,"session"
"14",14,"building"
"15",15,"back"
"16",16,"greener"
"17",17,"climate"
"18",18,"and"
"19",19,"n"
"20",20,"here"
"21",21,"are"
"22",22,"the"
"23",23,"highlights"
"24",24,"of"
"25",25,"pm"
"26",26,"narendramodi"
"27",27,"s"
"28",28,"remarks"
"29",29,"in"
"30",30,"the"
"31",31,"outreach"
"32",32,"session"
"33",33,"building"
"34",34,"back"
"35",35,"together"
"36",36,"open"
"37",37,"societie"
"38",38,"on"
"39",39,"the"
"40",40,"second"
"41",41,"day"
"42",42,"of"
"43",43,"the"
"44",44,"outreach"
"45",45,"sessions"
"46",46,"of"
"47",47,"the"
"48",48,"g7"
"49",49,"summit"
"50",50,"pm"
"51",51,"narendramodi"
"52",52,"participated"
"53",53,"virtually"
"54",54,"in"
"55",55,"the"
"56",56,"outrea"
"57",57,"pm"
"58",58,"narendramodi"
"59",59,"one"
"60",60,"earth"
"61",61,"one"
"62",62,"health"
"63",63,"pm"
"64",64,"narendramodi"
"65",65,"participated"
"66",66,"virtually"
"67",67,"in"
"68",68,"the"
"69",69,"outreach"
"70",70,"session"
"71",71,"building"
"72",72,"pm"
"73",73,"narendramodi"
"74",74,"will"
"75",75,"be"
"76",76,"participating"
"77",77,"virtually"
"78",78,"in"
"79",79,"the"
"80",80,"outreach"
"81",81,"sessions"
"82",82,"of"
"83",83,"the"
"84",84,"g7"
"85",85,"summit"
"86",86,"today"
"87",87,"and"
"88",88,"tomorrow"
"89",89,"in"
"90",90,"undp"
"91",91,"india"
"92",92,"lauds"
"93",93,"aspirational"
"94",94,"districts"
"95",95,"programme"
"96",96,"adp"
"97",97,"as"
"98",98,"a"
"99",99,"very"
"100",100,"successful"
"101",101,"model"
"102",102,"of"
"103",103,"local"
"104",104,"area"
"105",105,"development"
"106",106,"l"
"107",107,"at"
"108",108,"the"
"109",109,"invitation"
"110",110,"of"
"111",111,"prime"
"112",112,"minister"
"113",113,"of"
"114",114,"the"
"115",115,"united"
"116",116,"kingdom"
"117",117,"borisjohnson"
"118",118,"pm"
"119",119,"narendramodi"
"120",120,"will"
"121",121,"participate"
"122",122,"virtuall"
"123",123,"our"
"124",124,"response"
"125",125,"to"
"126",126,"a"
"127",127,"media"
"128",128,"query"
"129",129,"on"
"130",130,"pakistan"
"131",131,"s"
"132",132,"official"
"133",133,"remarks"
"134",134,"in"
"135",135,"response"
"136",136,"to"
"137",137,"the"
"138",138,"media"
"139",139,"report"
"140",140,"on"
"141",141,"seizure"
"142",142,"of"
"143",143,"suspecte"
"144",144,"discussions"
"145",145,"centered"
"146",146,"on"
"147",147,"matters"
"148",148,"of"
"149",149,"economic"
"150",150,"cooperation"
"151",151,"organization"
"152",152,"of"
"153",153,"events"
"154",154,"to"
"155",155,"highlight"
"156",156,"strengths"
"157",157,"of"
"158",158,"the"
"159",159,"india"
"160",160,"secretary"
"161",161,"er"
"162",162,"met"
"163",163,"shri"
"164",164,"vijay"
"165",165,"g"
"166",166,"kalantari"
"167",167,"president"
"168",168,"of"
"169",169,"the"
"170",170,"all"
"171",171,"india"
"172",172,"association"
"173",173,"of"
"174",174,"industries"
"175",175,"aiai"
"176",176,"and"
"177",177,"chairm"
"178",178,"foreign"
"179",179,"secretary"
"180",180,"harshvshringla"
"181",181,"released"
"182",182,"india"
"183",183,"germany"
"184",184,"at"
"185",185,"70"
"186",186,"years"
"187",187,"commemorative"
"188",188,"postage"
"189",189,"stamp"
"190",190,"with"
"191",191,"secretary"
"192",192,"discussions"
"193",193,"focused"
"194",194,"on"
"195",195,"potential"
"196",196,"for"
"197",197,"collaboration"
"198",198,"in"
"199",199,"fields"
"200",200,"of"
"201",201,"energy"
"202",202,"transition"
"203",203,"intra"
"204",204,"regional"
"205",205,"power"
"206",206,"trading"
"207",207,"hy"
"208",208,"1"
"209",209,"st"
"210",210,"arab"
"211",211,"india"
"212",212,"energy"
"213",213,"forum"
"214",214,"held"
"215",215,"under"
"216",216,"co"
"217",217,"chairship"
"218",218,"of"
"219",219,"india"
"220",220,"amp"
"221",221,"the"
"222",222,"kingdom"
"223",223,"of"
"224",224,"morocco"
"225",225,"concludes"
"226",226,"held"
"227",227,"in"
"228",228,"a"
"229",229,"virtua"
"230",230,"foreign"
"231",231,"secretary"
"232",232,"harshvshringla"
"233",233,"had"
"234",234,"a"
"235",235,"productive"
"236",236,"meeting"
"237",237,"today"
"238",238,"with"
"239",239,"us"
"240",240,"acting"
"241",241,"ambassador"
"242",242,"daniel"
"243",243,"b"
"244",244,"smith"
"245",245,"eam"
"246",246,"drsjaishankar"
"247",247,"will"
"248",248,"be"
"249",249,"visiting"
"250",250,"the"
"251",251,"republic"
"252",252,"of"
"253",253,"kenya"
"254",254,"from"
"255",255,"12-14"
"256",256,"june"
"257",257,"2021."
"258",258,"press"
"259",259,"release"
"260",260,"the"
"261",261,"participants"
"262",262,"at"
"263",263,"the"
"264",264,"summit"
"265",265,"included"
"266",266,"secretary"
"267",267,"general"
"268",268,"of"
"269",269,"ficci"
"270",270,"ceo"
"271",271,"amp"
"272",272,"head"
"273",273,"of"
"274",274,"international"
"275",275,"market"
"276",276,"of"
"277",277,"bvmw"
"278",278,"and"
"279",279,"secretary"
"280",280,"er"
"281",281,"highlighted"
"282",282,"certain"
"283",283,"key"
"284",284,"areas"
"285",285,"of"
