"","doc_id","word"
"1",1,"secblinken"
"2",2,"congratulated"
"3",3,"yair"
"4",4,"lapid"
"5",5,"on"
"6",6,"his"
"7",7,"appointment"
"8",8,"as"
"9",9,"alternate"
"10",10,"prime"
"11",11,"minister"
"12",12,"and"
"13",13,"foreign"
"14",14,"minister"
"15",15,"of"
"16",16,"israe"
"17",17,"for"
"18",18,"the"
"19",19,"president"
"20",20,"the"
"21",21,"most"
"22",22,"effective"
"23",23,"way"
"24",24,"to"
"25",25,"be"
"26",26,"able"
"27",27,"to"
"28",28,"share"
"29",29,"with"
"30",30,"the"
"31",31,"free"
"32",32,"press"
"33",33,"what"
"34",34,"he"
"35",35,"and"
"36",36,"president"
"37",37,"putin"
"38",38,"talke"
"39",39,"as"
"40",40,"secblinken"
"41",41,"said"
"42",42,"the"
"43",43,"president"
"44",44,"s"
"45",45,"meeting"
"46",46,"is"
"47",47,"not"
"48",48,"happening"
"49",49,"in"
"50",50,"a"
"51",51,"vacuum"
"52",52,"it"
"53",53,"is"
"54",54,"happening"
"55",55,"after"
"56",56,"the"
"57",57,"g7"
"58",58,"meeting"
"59",59,"a"
"60",60,"g7"
"61",61,"leaders"
"62",62,"call"
"63",63,"for"
"64",64,"improved"
"65",65,"pandemic"
"66",66,"prevention"
"67",67,"and"
"68",68,"preparedness"
"69",69,"and"
"70",70,"a"
"71",71,"who"
"72",72,"convened"
"73",73,"phase"
"74",74,"2"
"75",75,"covid"
"76",76,"19"
"77",77,"origins"
"78",78,"stud"
"79",79,"as"
"80",80,"secblinken"
"81",81,"said"
"82",82,"we"
"83",83,"seek"
"84",84,"a"
"85",85,"more"
"86",86,"stable"
"87",87,"predictable"
"88",88,"relationship"
"89",89,"with"
"90",90,"russia"
"91",91,"and"
"92",92,"if"
"93",93,"so"
"94",94,"find"
"95",95,"ways"
"96",96,"to"
"97",97,"work"
"98",98,"toge"
"99",99,"the"
"100",100,"u"
"101",101,"s"
"102",102,"is"
"103",103,"outraged"
"104",104,"by"
"105",105,"the"
"106",106,"barbaric"
"107",107,"attack"
"108",108,"in"
"109",109,"afrin"
"110",110,"yesterday"
"111",111,"which"
"112",112,"hit"
"113",113,"a"
"114",114,"hospital"
"115",115,"and"
"116",116,"took"
"117",117,"the"
"118",118,"lives"
"119",119,"of"
"120",120,"innocent"
"121",121,"today"
"122",122,"secblinken"
"123",123,"met"
"124",124,"with"
"125",125,"republic"
"126",126,"of"
"127",127,"korea"
"128",128,"foreign"
"129",129,"minister"
"130",130,"chung"
"131",131,"to"
"132",132,"reaffirm"
"133",133,"our"
"134",134,"commitment"
"135",135,"to"
"136",136,"the"
"137",137,"u"
"138",138,"s"
"139",139,"rok"
"140",140,"alli"
"141",141,"today"
"142",142,"marks"
"143",143,"the"
"144",144,"five"
"145",145,"year"
"146",146,"anniversary"
"147",147,"of"
"148",148,"the"
"149",149,"pulse"
"150",150,"night"
"151",151,"club"
"152",152,"shooting"
"153",153,"in"
"154",154,"orlando"
"155",155,"florida"
"156",156,"our"
"157",157,"hearts"
"158",158,"go"
"159",159,"out"
"160",160,"to"
"161",161,"th"
"162",162,"the"
"163",163,"u"
"164",164,"s"
"165",165,"supports"
"166",166,"the"
"167",167,"steps"
"168",168,"taken"
"169",169,"by"
"170",170,"armenia"
"171",171,"and"
"172",172,"azerbaijan"
"173",173,"with"
"174",174,"the"
"175",175,"important"
"176",176,"facilitation"
"177",177,"of"
"178",178,"the"
"179",179,"government"
"180",180,"of"
"181",181,"g"
"182",182,"human"
"183",183,"rights"
"184",184,"are"
"185",185,"universal"
"186",186,"no"
"187",187,"matter"
"188",188,"where"
"189",189,"someone"
"190",190,"is"
"191",191,"born"
"192",192,"what"
"193",193,"they"
"194",194,"believe"
"195",195,"how"
"196",196,"they"
"197",197,"identify"
"198",198,"or"
"199",199,"whom"
"200",200,"they"
"201",201,"lo"
"202",202,"i"
"203",203,"was"
"204",204,"honored"
"205",205,"to"
"206",206,"join"
"207",207,"advocates"
"208",208,"and"
"209",209,"faith"
"210",210,"leaders"
"211",211,"to"
"212",212,"discuss"
"213",213,"lgbtqi"
"214",214,"inclusion"
"215",215,"human"
"216",216,"rights"
"217",217,"and"
"218",218,"faith"
"219",219,"communities"
"220",220,"secblinken"
"221",221,"spoke"
"222",222,"today"
"223",223,"with"
"224",224,"argentine"
"225",225,"foreign"
"226",226,"minister"
"227",227,"felipe"
"228",228,"sola"
"229",229,"to"
"230",230,"affirm"
"231",231,"our"
"232",232,"shared"
"233",233,"values"
"234",234,"of"
"235",235,"human"
"236",236,"rights"
"237",237,"a"
"238",238,"the"
"239",239,"june"
"240",240,"21"
"241",241,"elections"
"242",242,"in"
"243",243,"ethiopia"
"244",244,"are"
"245",245,"part"
"246",246,"of"
"247",247,"a"
"248",248,"political"
"249",249,"process"
"250",250,"that"
"251",251,"must"
"252",252,"involve"
"253",253,"dialogue"
"254",254,"cooperation"
"255",255,"and"
"256",256,"comp"
"257",257,"secblinken"
"258",258,"delivered"
"259",259,"his"
"260",260,"congratulations"
"261",261,"to"
"262",262,"the"
"263",263,"mongolian"
"264",264,"people"
"265",265,"on"
"266",266,"the"
"267",267,"eighth"
"268",268,"presidential"
"269",269,"election"
"270",270,"since"
"271",271,"mongol"
"272",272,"we"
"273",273,"depend"
"274",274,"on"
"275",275,"a"
"276",276,"healthy"
"277",277,"ocean"
"278",278,"for"
"279",279,"our"
"280",280,"very"
"281",281,"existence"
"282",282,"it"
"283",283,"regulates"
"284",284,"our"
"285",285,"climate"
"286",286,"generates"
"287",287,"half"
"288",288,"our"
"289",289,"oxygen"
"290",290,"and"
"291",291,"provi"
"292",292,"spain"
"293",293,"is"
"294",294,"a"
"295",295,"critical"
"296",296,"nato"
"297",297,"ally"
"298",298,"an"
"299",299,"important"
"300",300,"friend"
"301",301,"and"
"302",302,"a"
"303",303,"key"
"304",304,"partner"
"305",305,"to"
"306",306,"the"
"307",307,"united"
"308",308,"states"
"309",309,"secblinken"
"310",310,"spoke"
"311",311,"toda"
"312",312,"secblinken"
"313",313,"spoke"
"314",314,"with"
"315",315,"bulgarian"
"316",316,"presidentofbg"
"317",317,"rumen"
"318",318,"radev"
"319",319,"today"
"320",320,"to"
"321",321,"discuss"
"322",322,"close"
"323",323,"collaboration"
"324",324,"on"
"325",325,"our"
"326",326,"shared"
"327",327,"int"
"328",328,"secblinken"
"329",329,"held"
"330",330,"a"
"331",331,"constructive"
"332",332,"discussion"
"333",333,"today"
"334",334,"with"
"335",335,"the"
"336",336,"people"
"337",337,"s"
"338",338,"republic"
"339",339,"of"
"340",340,"china"
"341",341,"director"
"342",342,"yang"
"343",343,"jiechi"
"344",344,"on"
"345",345,"a"
"346",346,"ran"
"347",347,"looking"
"348",348,"forward"
"349",349,"to"
"350",350,"my"
"351",351,"discussion"
"352",352,"with"
"353",353,"lgbtqi"
"354",354,"activists"
"355",355,"and"
"356",356,"faith"
"357",357,"leaders"
"358",358,"on"
"359",359,"their"
"360",360,"efforts"
"361",361,"to"
"362",362,"increase"
"363",363,"respect"
"364",364,"for"
"365",365,"we"
"366",366,"support"
"367",367,"the"
"368",368,"opening"
"369",369,"of"
"370",370,"eu"
"371",371,"accession"
"372",372,"negotiations"
"373",373,"with"
"374",374,"north"
"375",375,"macedonia"
"376",376,"and"
"377",377,"albania"
"378",378,"without"
"379",379,"delay"
"380",380,"we"
"381",381,"are"
"382",382,"engaging"
