"","word","n"
"1","the",104
"2","of",60
"3","to",44
"4","a",23
"5","is",22
"6","and",21
"7","i",21
"8","it",20
"9","on",20
"10","in",19
"11","jcpoa",17
"12","not",15
"13","you",15
"14","t",13
"15","we",13
"16","will",13
"17","with",12
"18","be",11
"19","for",11
"20","meeting",11
"21","this",11
"22","at",10
"23","russia",10
"24","as",9
"25","today",9
"26","an",8
"27","but",8
"28","talks",8
"29","that",8
"30","vienna",8
"31","viennatalks",8
"32","commission",7
"33","joint",7
"34","no",7
"35","us",7
"36","about",6
"37","are",6
"38","by",6
"39","iran",6
"40","mfa",6
"41","russian",6
"42","don",5
"43","iaea",5
"44","met",5
"45","mr",5
"46","our",5
"47","time",5
"48","was",5
"49","who",5
"50","your",5
"51","armscontrolwonk",4
"52","delegations",4
"53","discuss",4
"54","from",4
"55","fully",4
"56","new",4
"57","next",4
"58","only",4
"59","round",4
"60","try",4
"61","very",4
"62","when",4
"63","why",4
"64","agree",3
"65","all",3
"66","always",3
"67","board",3
"68","ca",3
"69","can",3
"70","discussion",3
"71","fact",3
"72","general",3
"73","governors",3
"74","has",3
"75","held",3
"76","int",3
"77","interest",3
"78","issues",3
"79","know",3
"80","me",3
"81","means",3
"82","my",3
"83","need",3
"84","one",3
"85","other",3
"86","re",3
"87","should",3
"88","sixth",3
"89","so",3
"90","sorry",3
"91","start",3
"92","take",3
"93","talk",3
"94","walberque",3
"95","world",3
"96","zeusislord7",3
"97","activities",2
"98","administration",2
"99","agreement",2
"100","almost",2
"101","am",2
"102","approaches",2
"103","artyominworld",2
"104","based",2
"105","beginning",2
"106","believe",2
"107","between",2
"108","cartoons",2
"109","china",2
"110","come",2
"111","complicated",2
"112","continue",2
"113","dear",2
"114","delegation",2
"115","director",2
"116","do",2
"117","end",2
"118","eugenetkach1",2
"119","even",2
"120","everything",2
"121","example",2
"122","expect",2
"123","expectations",2
"124","fifth",2
"125","full",2
"126","g7",2
"127","good",2
"128","greatest",2
"129","hatred",2
"130","have",2
"131","hope",2
"132","interesting",2
"133","iranian",2
"134","jdwynnyckyj",2
"135","just",2
"136","language",2
"137","laurnorman",2
"138","law",2
"139","like",2
"140","long",2
"141","looks",2
"142","make",2
"143","marktfitz",2
"144","matter",2
"145","may",2
"146","maybe",2
"147","media",2
"148","mistake",2
"149","more",2
"150","much",2
"151","must",2
"152","now",2
"153","nuclear",2
"154","observe",2
"155","official",2
"156","order",2
"157","past",2
"158","person",2
"159","place",2
"160","probably",2
"161","problems",2
"162","progress",2
"163","questions",2
"164","realwheel1",2
"165","reasons",2
"166","remark",2
"167","restoration",2
"168","rules",2
"169","same",2
"170","sanctions",2
"171","service",2
"172","some",2
"173","sovietsurvey",2
"174","started",2
"175","staunovo",2
"176","stupid",2
"177","sure",2
"178","talking",2
"179","th",2
"180","than",2
"181","thank",2
"182","their",2
"183","then",2
"184","there",2
"185","those",2
"186","u",2
"187","understand",2
"188","useful",2
"189","verification",2
"190","want",2
"191","week",2
"192","western",2
"193","what",2
"194","william",2
"195","without",2
"196","words",2
"197","yes",2
"198","032918",1
"199","14.",1
"200","5",1
"201","aavst",1
"202","abandon",1
"203","absolute",1
"204","accurate",1
"205","action",1
"206","address",1
"207","affect",1
"208","afraid",1
"209","after",1
"210","agenda",1
"211","agreed",1
"212","agreeing",1
"213","al",1
"214","alexander",1
"215","alexandr",1
"216","als",1
"217","ambassador",1
"218","ambassadors",1
"219","amount",1
"220","analysts",1
"221","another",1
"222","answer",1
"223","any",1
"224","apprecia",1
"225","appropriate",1
"226","approved",1
"227","araghchi",1
"228","areas",1
"229","arranged",1
"230","ask",1
"231","assertion",1
"232","assessment",1
"233","assume",1
"234","attention",1
"235","b",1
"236","barkindo",1
"237","bc",1
"238","beantownhq",1
"239","become",1
"240","belong",1
"241","besides",1
"242","better",1
"243","binding",1
"244","blame",1
"245","bog",1
"246","bosses",1
"247","businesslike",1
"248","care",1
"249","careful",1
"250","cau",1
"251","changing",1
"252","cherishing",1
"253","child",1
"254","choice",1
"255","civilian",1
"256","clarified",1
"257","colleagues",1
"258","common",1
"259","compared",1
"260","confirmed",1
"261","congress",1
"262","consciousness",1
"263","consideration",1
"264","consult",1
"265","consultations",1
"266","contacts",1
"267","context",1
"268","contribute",1
"269","convened",1
"270","cooperative",1
"271","correct",1
"272","correcting",1
"273","counterproductive",1
"274","course",1
"275","creative",1
"276","crimeans",1
"277","current",1
"278","cvetmoy77",1
"279","days",1
"280","degradation",1
"281","deliberations",1
"282","demonstrated",1
"283","dependent",1
"284","depends",1
"285","development",1
"286","devlpr",1
"287","dialogue",1
"288","did",1
"289","didn",1
"290","differ",1
"291","different",1
"292","diplomat",1
"293","disagreement",1
"294","disappear",1
"295","disputes",1
"296","divert",1
"297","doesn",1
"298","donbass",1
"299","dr",1
"300","dropped",1
"301","each",1
"302","earlier",1
"303","easily",1
"304","east",1
"305","elina27479106",1
"306","en",1
"307","encouragement",1
"308","enrique",1
"309","envy",1
"310","eradicate",1
"311","etc",1
"312","ethical",1
"313","europe",1
"314","european",1
"315","evening",1
"316","events",1
"317","exactly",1
"318","excellent",1
"319","exercise",1
"320","experience",1
"321","experts",1
"322","extent",1
"323","external",1
"324","factual",1
"325","fars",1
