"","doc_id","word"
"1",1,"a"
"2",2,"fantastic"
"3",3,"game"
"4",4,"by"
"5",5,"our"
"6",6,"neighbors"
"7",7,"ukraine"
"8",8,"in"
"9",9,"euro2020"
"10",10,"against"
"11",11,"netherlands"
"12",12,"you"
"13",13,"deserved"
"14",14,"a"
"15",15,"draw"
"16",16,"but"
"17",17,"god"
"18",18,"of"
"19",19,"belarusmid"
"20",20,"mid"
"21",21,"rf"
"22",22,"rusembassyminsk"
"23",23,"embassybel"
"24",24,"that"
"25",25,"s"
"26",26,"a"
"27",27,"blatant"
"28",28,"violation"
"29",29,"of"
"30",30,"the"
"31",31,"agreed"
"32",32,"ceasefire"
"33",33,"by"
"34",34,"the"
"35",35,"regime"
"36",36,"emboldened"
"37",37,"and"
"38",38,"sustained"
"39",39,"by"
"40",40,"people"
"41",41,"like"
"42",42,"mcfaul"
"43",43,"a"
"44",44,"your"
"45",45,"spite"
"46",46,"comes"
"47",47,"as"
"48",48,"no"
"49",49,"surprise"
"50",50,"don"
"51",51,"t"
"52",52,"be"
"53",53,"pathetic"
"54",54,"mr"
"55",55,"mcfaul"
"56",56,"you"
"57",57,"know"
"58",58,"better"
"59",59,"than"
"60",60,"everyone"
"61",61,"how"
"62",62,"us"
"63",63,"regime"
"64",64,"exploit"
"65",65,"translation"
"66",66,"from"
"67",67,"american"
"68",68,"us"
"69",69,"should"
"70",70,"strengthen"
"71",71,"its"
"72",72,"grip"
"73",73,"on"
"74",74,"ukraine"
"75",75,"and"
"76",76,"prevent"
"77",77,"any"
"78",78,"chance"
"79",79,"of"
"80",80,"its"
"81",81,"thaw"
"82",82,"with"
"83",83,"2"
"84",84,"2"
"85",85,"i"
"86",86,"can"
"87",87,"t"
"88",88,"help"
"89",89,"making"
"90",90,"a"
"91",91,"conclusion"
"92",92,"that"
"93",93,"russia"
"94",94,"in"
"95",95,"the"
"96",96,"1990-"
"97",97,"s"
"98",98,"resembled"
"99",99,"ukraine"
"100",100,"today"
"101",101,"with"
"102",102,"americans"
"103",103,"and"
"104",104,"westerne"
"105",105,"1"
"106",106,"2"
"107",107,"former"
"108",108,"head"
"109",109,"of"
"110",110,"russian"
"111",111,"parliament"
"112",112,"confesses"
"113",113,"that"
"114",114,"there"
"115",115,"were"
"116",116,"dozens"
"117",117,"of"
"118",118,"cia"
"119",119,"agents"
"120",120,"around"
"121",121,"first"
"122",122,"president"
"123",123,"of"
"124",124,"very"
"125",125,"telling"
"126",126,"on"
"127",127,"how"
"128",128,"our"
"129",129,"eu"
"130",130,"colleagues"
"131",131,"are"
"132",132,"seeing"
"133",133,"dialogue"
"134",134,"with"
"135",135,"and"
"136",136,"in"
"137",137,"belarus"
"138",138,"by"
"139",139,"simply"
"140",140,"shouting"
"141",141,"at"
"142",142,"lukashenko"
"143",143,"r"
"144",144,"we"
"145",145,"wish"
"146",146,"you"
